	CON1	CON2	CON3	CON4	NPT1	NPT2	NPT3	NPT4
Sema3g	2591	2846	2136	2988	3917	2436	1033	1101
Tle4	738	853	735	797	981	786	546	638
Oxnad1	100	158	130	167	186	158	110	131
Wapl	3008	3827	3879	3780	4638	4786	4043	4126
Tll1	297	333	252	291	284	196	154	185
4930474N05Rik	0	0	0	0	0	0	0	0
Tln1	8161	10221	8129	9169	15763	12344	7823	6741
Fermt2	3264	4376	4054	3846	5397	5190	3868	3297
Tlr1	111	124	117	135	122	71	67	74
Wdhd1	137	151	127	160	173	141	128	150
Mapk1ip1l	1182	1448	1108	1372	1726	1608	1288	1182
Dlgap5	23	46	35	23	31	12	27	30
Tlr4	1250	1696	1791	1636	1947	1984	1900	2133
Tmem260	655	845	789	829	820	740	545	553
Tlr6	39	53	51	52	64	44	30	45
Or11g27	0	0	0	0	0	0	0	0
Ttc5	580	618	514	711	704	629	484	464
Pip4p1	364	458	439	434	528	437	299	348
Eddm3b	5	0	0	0	3	1	6	3
Ang4	1	0	0	0	0	0	0	1
Tppp2	0	0	0	0	1	0	0	0
Otop1	0	0	0	0	1	3	1	3
Nr2e1	0	0	0	0	0	0	3	2
Haus4	51	76	53	95	110	78	59	50
Tlx1	0	0	0	0	0	0	0	0
Tlx2	0	0	1	0	1	2	0	0
Khnyn	1007	1259	840	1210	1287	956	586	604
Cenpj	204	309	262	313	268	229	188	199
Zmym5	1322	1668	1526	1558	1805	1664	1346	1253
Ska3	26	46	31	49	248	289	353	159
Tspan7	4901	5927	4611	5318	8530	6692	3203	3188
Phf11a	1	11	14	9	6	4	4	7
Phf11d	242	408	313	288	276	258	227	223
Shisa2	45	86	63	79	57	46	26	22
Mtmr6	1895	2351	2291	2272	2953	3010	2180	2131
Spata13	1002	1042	731	1235	916	709	474	405
Arl11	20	42	51	72	39	33	65	68
Fam167a	195	217	137	330	275	294	334	107
Xkr6	98	108	102	124	78	56	41	62
Dtymk	0	0	0	0	0	0	0	0
Hmbox1	3866	4618	3115	4417	5984	3907	2516	1882
Scara3	155	131	84	163	202	155	73	81
Ccar2	834	960	649	1046	1300	1019	629	588
Tmod1	390	487	390	417	614	1132	998	511
Tmpo	2205	2645	2491	2552	3105	2917	2141	2338
Fam216b	226	306	271	391	66	22	16	55
Akap11	3498	4350	4222	4042	4989	5010	4330	4348
Vwa8	1040	1381	1060	1366	1913	1515	1089	1066
Clec3b	354	411	308	411	238	212	129	145
Pcdh17	1572	2011	1470	1560	2183	1569	793	789
Tnc	438	470	342	494	2357	1543	1023	783
Tnnc1	29	79	28	123	63	103	103	50
Tdrd3	2304	2752	2585	2765	3149	3069	2387	2513
Tnnc2	2	0	1	2	193	9	7	4
Pcdh20	11	11	11	8	30	35	42	18
Tnf	19	23	12	17	23	17	18	16
Tnfaip1	2021	2322	1875	2283	3295	3169	2503	1887
Tnfaip2	440	699	638	646	749	704	571	518
Tnfaip3	378	486	417	450	595	543	510	380
Tnfaip6	16	27	17	21	119	60	67	105
Tnfrsf10b	91	92	118	126	157	170	117	85
Tnfrsf11a	0	0	0	0	0	0	0	0
Tnfrsf17	7	9	5	0	1	2	2	2
Tnfrsf18	104	97	79	124	162	85	67	54
Tnfrsf1a	855	962	692	1028	2129	1700	1125	739
Tnfrsf1b	554	662	629	867	732	666	491	402
Cd40	191	270	217	222	356	339	189	220
Cd27	63	88	52	74	65	58	33	35
Tnfrsf8	15	19	10	11	2	5	3	11
Tnfrsf9	12	24	12	19	40	31	33	28
Tnfsf11	2	9	4	10	8	5	8	19
Tnfsf12	82	83	47	67	78	80	51	49
Dedd	0	0	0	0	0	0	0	0
Pglyrp1	36	56	27	71	41	55	52	33
Cd40lg	9	12	6	5	5	2	2	2
Cd70	2	0	0	0	1	0	0	1
Tnfsf8	36	25	41	30	23	16	24	30
Tnfsf9	15	17	17	24	74	76	52	50
Tnks	1438	1707	1414	1661	2176	2009	1560	1185
Tnni1	0	0	0	0	0	0	0	0
Tnni2	6	13	7	12	250	12	6	16
Tnni3	211	333	95	584	261	335	283	215
Tnnt1	5	5	8	10	18	5	12	13
Tnnt2	0	0	0	0	0	0	0	0
Tnnt3	37	26	38	40	313	18	13	16
Tnp1	0	0	0	0	0	0	0	0
Tnp2	0	0	0	2	0	0	0	0
Tnr	0	0	0	0	0	0	0	0
Tns1	0	0	0	0	0	0	0	0
Tom1	193	210	177	213	283	326	204	183
Top1	1496	1809	1893	1750	1825	2114	1738	1634
Top2a	232	441	331	336	134	112	199	206
Top2b	4415	5528	5829	5441	5732	5904	4939	5737
Top3a	226	279	197	287	419	373	299	213
Top3b	675	798	654	829	1047	852	615	654
Ppp1r13b	999	1103	845	1045	1511	1223	691	722
Tmem165	882	1132	1033	1094	1267	1278	1160	1174
Tpbg	43	42	33	39	52	49	47	33
Tpbpa	0	0	0	0	0	0	1	0
Tpd52	1080	1127	1423	1551	1330	1320	1139	1284
Tpd52l1	17	11	17	15	15	15	19	13
Tph1	1	0	0	2	4	3	0	1
Tpi1	728	1044	799	1142	1619	1479	1201	888
Tpm1	2975	3925	2913	4438	5887	5722	4292	3497
Tpm2	328	450	215	455	811	441	202	217
Tpmt	80	93	79	101	81	113	89	72
Tpo	0	0	1	1	0	0	4	3
Tpp2	0	0	0	0	0	0	0	0
Tpst1	439	506	398	503	646	522	296	397
Tpst2	470	546	424	521	866	800	529	426
Crisp2	1	9	4	4	5	19	9	3
Nr2c1	357	357	314	406	445	375	227	304
Nr2c2	1317	1406	1294	1404	1723	1606	1034	1039
Hsp90b1	6444	10289	9214	8783	10102	9406	8388	10002
Traf1	420	618	456	565	647	420	195	337
Traf2	515	557	384	647	684	567	415	331
Traf3	621	778	519	745	1064	905	656	529
Traf4	197	239	171	270	323	232	196	159
Traf5	0	0	0	0	0	0	0	0
Traf6	723	884	738	893	1100	1088	783	636
Tnfsf10	2663	3768	3128	3028	2340	1524	741	915
Traip	22	29	18	18	34	34	22	28
Trap1a	1	1	8	2	1	3	7	4
Plscr1	685	925	674	649	1112	988	606	571
Trex1	0	0	0	0	0	0	0	0
Trf	4024	5803	4079	6697	4017	3807	2688	2508
Tfrc	1768	2208	2810	2644	4215	5880	5967	6099
Trh	0	0	1	0	0	0	0	2
Trhr	0	0	0	2	1	0	2	4
Trip6	248	295	219	296	452	459	294	256
Tob1	449	447	474	552	588	661	637	510
Trp53	252	303	182	292	430	345	238	195
Trp63	26	11	11	25	33	19	30	34
Trp73	116	130	102	205	86	47	25	32
Trpc1	337	456	378	415	465	461	344	364
Trpc2	0	0	0	0	0	0	0	0
Trpc3	87	92	77	87	80	50	34	49
Trpc4	0	0	0	0	1	1	3	4
Trpc5	7	8	2	14	15	15	13	14
Trpc6	858	1165	1144	999	1633	1173	737	1053
Tpt1	6592	7878	8921	8229	8764	8776	8026	9257
Prss2	0	0	1	0	0	0	0	0
Prss3	0	0	0	0	0	0	0	0
Try4	0	0	0	0	0	0	0	0
Ctr9	602	832	745	864	1143	1122	978	739
Tsc2	1698	1969	1479	1988	2716	1893	1114	1277
Tsg101	586	759	584	742	955	988	831	661
Rsph1	86	156	103	193	82	39	20	30
Tshb	46	67	53	51	61	85	82	52
Tshr	8	8	8	8	32	50	69	37
Tsn	0	0	0	0	0	0	0	0
Tspyl1	779	935	815	1013	1084	940	799	698
Phlda2	8	8	7	6	6	14	5	7
Tssk1	4	5	3	8	11	4	2	3
Tssk2	9	15	7	10	17	12	12	11
Tsks	2	6	0	9	18	10	8	1
Tst	537	632	482	846	403	398	270	336
Rpl13a	4802	6212	6207	6420	7885	8233	6710	9252
Gfus	145	175	204	172	278	296	213	224
Psmd3	486	595	459	652	1276	1235	904	539
Tsx	3	3	5	2	4	1	4	2
Ttc3	2083	2853	2451	2825	2562	2309	1687	1912
Ttf1	440	538	421	592	611	595	358	435
Tgoln1	5268	6704	5897	6296	9451	7567	5114	5976
Ttk	19	35	26	18	16	10	14	24
Ttn	5484	9663	3083	12950	11585	8709	6883	4244
Ttr	0	3	11	0	0	0	2	1
Tub	15	24	24	19	18	13	16	19
Tuba1a	1883	2865	2006	2774	3802	3480	2218	2176
Tuba1b	1218	1622	1042	1613	2327	1733	1294	1510
Tuba3a	3	2	1	1	9	6	9	4
Tuba4a	0	0	0	0	0	0	0	0
Tuba1c	238	321	244	302	667	799	801	539
Tuba3b	3	2	2	10	0	1	0	0
Tubb2a	431	593	414	570	1143	1099	908	717
Tubb3	2	8	1	1	37	29	20	14
Tubb4a	131	171	109	157	120	129	37	52
Tubb5	2083	2880	1935	2653	4870	4246	2382	2215
Tuft1	362	514	414	525	911	906	745	528
Tulp1	12	22	6	6	11	12	14	9
Tulp3	345	332	215	359	491	349	203	166
Twist1	0	2	1	1	6	3	0	1
Tnfrsf4	22	33	21	17	45	27	45	34
Tnfsf4	0	0	0	0	0	0	0	0
Txk	41	65	57	53	35	24	25	23
Txn1	1042	1461	1360	1492	2288	2712	2641	1885
Cmpk2	295	370	288	366	282	237	88	123
Tyms	107	163	136	151	182	171	160	131
Tyr	1	2	0	2	0	2	0	6
Tyro3	264	272	183	470	144	153	130	48
Tyrobp	486	651	781	794	588	570	599	805
Tyrp1	0	0	0	0	1	0	0	4
Zrsr2	453	544	441	534	663	608	481	471
U2af2	1588	1673	1187	1755	2399	2016	1426	1359
Uba52	1081	1674	1453	1649	2179	2245	1944	1803
Ubb	2920	4280	3837	3931	5056	4578	3568	3402
Ubc	644	1060	1019	1013	1904	1398	1116	1007
Ube2m	294	400	344	411	675	614	424	349
Ube2e3	745	924	910	861	994	980	729	876
Ube2e1	138	214	197	198	213	229	238	216
Ube2l3	657	804	674	855	1093	960	737	614
Ube2i	1308	1714	1233	1624	2344	2218	1615	1391
Uba3	823	1133	1123	1103	1413	1410	1358	1468
Uba1	2109	2469	1996	2682	4055	3669	2505	2098
Uba1y	3	1	0	0	1	0	0	2
Ube2a	333	364	342	358	377	459	357	448
Ube2b	1242	1410	1496	1390	1383	1422	1233	1327
Ube2g2	416	414	298	494	732	756	594	453
Ube2h	1468	1883	1518	1794	2003	1619	1116	952
Ube3a	3874	4271	4937	4366	4890	5295	4807	5605
Usp12	849	1124	1037	1010	1320	1306	966	906
Sumo1	0	0	0	0	0	0	0	0
Ubp1	1031	1188	1023	1157	1382	1329	1090	981
Ubr1	2517	3239	2975	3225	3583	3499	2523	2988
Uchl1	24	38	18	26	272	303	254	94
Usp10	488	565	399	582	796	722	462	382
Usp5	809	949	752	960	1585	1604	1046	874
Ucn	0	0	0	0	5	0	0	0
Ucp1	2	0	2	3	7	5	5	9
Ucp2	1362	1454	1228	1736	3123	2626	1999	1330
Ucp3	34	46	61	47	35	41	39	40
Ufd1	482	630	486	553	807	962	786	581
Slc35a2	195	233	182	267	354	279	171	186
Ugcg	1036	1269	1128	1219	1525	1401	1077	1044
Ugdh	517	588	523	623	958	970	863	789
Ugt1a2	0	0	0	0	0	0	0	0
Ugt2b5	0	0	0	0	0	1	1	1
Ugt8a	36	59	50	94	16	11	18	32
Dpysl3	989	1271	804	1248	1573	1105	639	707
Ulk1	789	872	706	888	899	670	454	407
Umod	1	0	0	0	0	1	0	3
Uck1	316	391	295	421	483	403	319	292
Umps	182	218	172	243	363	358	260	284
Unc119	155	232	207	207	243	253	213	210
Unc13b	1794	2352	2094	2352	3122	2850	1982	1984
Unc5c	509	583	540	545	466	429	280	437
Uncx	0	0	0	0	1	2	0	1
Ung	7	18	10	18	28	19	10	15
Usp4	1417	1747	1396	1852	2521	2259	1722	1349
Nr1h3	353	508	393	435	723	681	388	383
Nr1h2	555	637	460	590	924	719	420	399
Uox	13	12	12	24	2	0	0	2
Prap1	7	5	3	7	5	2	8	2
Upk1b	642	856	634	855	1080	776	691	704
Upk2	5	6	1	5	2	1	3	2
Upk3a	5	3	4	12	1	1	4	0
Upp1	100	164	127	142	239	255	177	138
Uqcrq	163	217	164	185	335	268	265	338
Uqcrc1	800	1073	728	1110	1757	1664	1027	949
Urod	306	385	295	438	582	509	374	339
Uros	227	350	206	281	261	209	168	223
Usf1	0	0	0	0	0	0	0	0
Usf2	229	315	241	264	445	386	245	296
Ush2a	0	0	0	0	0	0	0	0
Usp9x	7939	10216	10131	9913	11597	11869	10053	10124
Utf1	0	0	0	0	0	6	0	0
Scgb1a1	34587	73339	45831	93445	12939	22132	24875	9839
Utrn	14687	18123	15105	16533	17743	14024	9746	9989
Kdm6a	1199	1511	1547	1377	1643	1626	1237	1475
Uty	1583	1935	1971	1823	1761	1799	1525	1945
Slc45a2	0	0	0	0	1	0	3	1
Uxt	87	97	87	123	107	139	147	155
Cdh23	56	52	46	48	88	63	58	39
Vmn1r51	0	0	0	0	0	0	1	3
Vmn1r45	0	0	0	0	0	0	3	1
Vmn2r89	0	0	0	0	3	0	0	1
Vmn2r37	0	0	0	0	0	0	0	0
Vmn2r30	0	0	0	3	3	3	2	0
Vmn2r10	37	43	37	63	38	37	20	56
Vmn2r122	0	0	0	0	0	3	0	4
Vmn2r42	0	0	0	0	0	0	0	0
Vmn2r32	0	0	0	0	0	0	1	0
Vmn2r107	0	0	0	0	0	2	1	2
Vmn2r104	0	0	0	0	0	0	0	2
Vmn2r129	0	0	0	0	0	0	0	0
Vamp1	180	198	144	212	194	178	119	138
Vamp2	583	599	417	664	682	533	359	356
Vamp3	1379	1634	1425	1612	2237	2184	1611	1538
Vamp8	1385	2026	2030	1834	2524	2379	2166	2593
Vars1	788	865	550	1058	1524	1271	771	575
Sox21	17	12	11	17	8	3	5	9
Vasp	1102	1205	921	1333	1974	1789	1174	920
Vav1	242	293	254	362	285	248	245	246
Vav2	808	898	749	964	1209	1126	711	671
Farp1	1459	1594	1367	1641	2627	2481	1912	1342
Stk24	1235	1568	1307	1624	2137	1813	1370	1118
Vax1	0	0	0	0	0	0	0	0
Timm8a2	3	10	7	6	5	7	6	11
Ggact	159	205	199	150	367	327	220	231
Vbp1	695	886	1016	829	981	1130	1057	1207
Itgbl1	74	90	118	139	106	143	111	91
Vcam1	781	1133	1115	1083	1323	1255	775	1077
Vcl	5197	6355	4808	6314	8757	7590	5674	3927
Vdac1	1315	1455	1211	1757	2127	2051	1519	1458
Ranbp3l	14	13	27	14	10	8	13	23
Ugt3a2	0	0	1	0	0	0	0	0
Vdac2	1292	1744	1478	1925	2562	2821	2283	1871
Vdac3	847	1081	1007	1095	1424	1418	1073	1117
Vdr	99	113	98	141	118	147	124	68
Vegfa	10521	11859	10693	11527	13723	11769	7549	7741
Vegfb	64	102	76	86	101	92	50	64
Vegfc	128	218	199	147	409	267	195	233
Lin7b	4	6	0	6	3	4	5	5
Lin7c	2247	2673	2844	2825	3108	3094	3151	3062
Otulinl	281	395	364	361	399	480	412	378
Trio	2935	3670	2894	3480	4174	3592	2566	2185
Vezf1	1860	2264	2081	2136	2395	2326	1608	1699
Dap	358	401	334	411	545	487	388	321
Marchf6	2615	3235	2924	3250	4085	4136	2962	2855
Vhl	390	500	445	530	637	570	432	450
Nipal2	499	592	521	561	626	608	521	512
Slc32a1	0	0	0	0	1	0	1	2
Vil1	0	0	0	0	0	0	0	0
Dcaf13	350	480	523	499	564	704	687	621
Ezr	2913	3820	2686	3992	5195	5118	4383	3091
Vill	221	258	162	364	297	322	282	211
Abra	33	36	38	33	67	86	74	53
Vim	5276	6789	4898	6853	9028	7310	4394	4369
Eny2	492	583	604	576	674	804	693	721
Vip	5	2	4	5	10	4	1	2
Vipr1	65	102	62	109	62	54	34	30
Vipr2	358	450	390	409	533	357	176	336
Vldlr	1291	1661	1469	1640	1959	1779	1200	1629
Washc5	832	1069	981	1079	1477	1449	1170	970
Nrsn1	0	0	0	0	2	0	0	8
Cyrib	1342	1695	1678	1843	1721	1709	1609	1576
Kcnk9	0	0	0	0	0	3	2	5
Vnn1	203	346	235	269	242	202	111	207
Vpreb1a	2	0	0	1	3	1	2	1
Them6	115	123	73	142	151	116	58	60
Vpreb1b	1	0	0	0	1	1	1	0
Ly6g2	0	0	1	0	0	0	0	2
Vpreb3	49	50	33	76	16	8	7	2
Zc3h3	113	173	126	147	211	154	118	96
Mroh6	21	17	4	14	20	14	13	20
Naprt	99	114	101	120	173	142	87	117
Ccdc166	38	68	44	52	77	79	38	37
Nrbp2	1336	1331	1067	1468	1611	1253	865	999
Vps45	262	337	279	315	349	359	352	296
Eppk1	595	667	444	821	786	805	707	360
Mroh1	882	1030	785	1118	1524	1273	833	789
Lrrc14	243	324	203	277	329	252	192	147
C030006K11Rik	97	109	73	137	177	123	108	93
Arhgap39	451	445	349	605	469	352	222	276
Zfp7	300	399	303	462	457	375	293	295
Vrk1	359	523	426	493	478	447	364	341
Apol9a	7	17	8	17	12	19	12	24
Trpv2	190	255	178	300	303	235	196	187
Ankrd54	216	242	178	253	370	296	192	143
Eif3l	697	1040	770	1104	1483	1577	1173	940
Tmem184b	939	1090	704	1078	1393	1023	643	528
Tomm22	618	735	647	774	1011	954	837	755
Sun2	1342	1622	1110	1618	1840	1609	995	822
Vtn	120	110	74	119	175	117	55	50
Mrtfa	426	466	359	476	624	496	308	303
Cyp2d34	0	0	0	0	3	0	2	0
Vwf	9257	10232	7688	10115	16292	9166	4412	5302
Mcat	158	216	191	195	287	254	200	193
Ttll12	179	192	166	242	365	339	215	148
Mpped1	0	1	1	0	0	0	1	2
Wap	3	0	2	2	2	3	1	0
Rtl6	99	116	61	106	90	105	51	37
5031439G07Rik	859	973	792	1194	1357	1109	684	609
Wars1	967	1386	987	1182	2365	2058	1378	1165
Gramd4	546	670	524	654	760	624	351	365
Cerk	802	949	748	996	1621	1366	872	833
Tbc1d22a	533	677	504	615	1098	881	487	492
Was	75	124	100	130	128	101	71	96
Wbp1	379	490	381	495	516	462	339	336
Brd1	1639	1919	1396	2023	2422	2087	1208	1258
Zbed4	189	272	229	244	340	303	230	238
Alg12	161	182	142	171	299	239	175	200
Pim3	553	562	627	811	1550	1383	927	1023
Selenoo	205	218	181	250	323	279	194	196
Wbp2	461	658	416	575	818	654	488	387
Adm2	1	0	0	6	4	3	9	0
Fmnl3	867	1035	685	881	1462	1050	548	518
Wbp4	540	743	689	663	941	865	582	607
Smgc	6	3	6	3	6	11	12	4
Tceal9	1264	1545	1684	1557	1453	1394	1257	1840
Mroh2b	2	0	0	0	4	4	1	2
Gxylt1	965	1260	1062	1109	1507	1339	1041	972
Pphln1	1012	1110	966	1106	1090	1055	743	692
Adamts20	80	64	49	157	19	10	14	18
Eif4h	3616	3802	3251	4153	7142	6679	5738	3889
Dbx2	0	0	0	0	0	0	1	0
Baz1b	2819	3260	2517	3348	3859	3452	2354	2309
Rapgef3	978	1082	624	883	1973	1704	1003	904
Senp1	641	816	609	728	962	947	595	558
Wdr1	2362	3285	2621	3211	4619	4681	3493	2611
Rnd1	140	227	233	231	249	298	268	147
Wee1	151	164	144	194	215	300	343	193
Krt73	0	0	0	0	0	1	0	1
Krt79	103	171	178	206	104	153	172	122
Spryd3	473	510	376	553	869	731	511	436
Soat2	5	14	14	16	42	44	46	34
Aaas	122	127	87	137	205	161	136	124
Atf7	1382	1584	1185	1642	1824	1488	903	807
Gtsf2	0	0	0	0	0	0	3	0
Wfs1	145	167	110	181	334	237	209	112
Rmi2	7	10	13	15	16	7	10	4
Cpped1	340	416	364	413	478	456	323	334
Marf1	2441	3006	2478	3051	3425	2882	1860	2111
Spidr	323	455	444	427	610	602	496	467
Zmat3	484	538	428	586	776	668	472	358
Fgd4	804	968	1035	1067	946	926	814	1115
Tmem191	26	16	15	33	42	39	14	20
Ccn4	99	133	105	165	247	218	142	130
Pi4ka	1354	1810	1410	1758	2401	2238	1508	1256
Slc7a4	266	291	190	322	266	214	134	180
Klhl22	455	499	377	501	584	551	386	317
Scarf2	1065	1162	753	1201	1439	1155	717	700
Ccn5	579	664	448	536	1434	1621	608	578
Wiz	474	463	317	488	688	476	331	215
Cyp2ab1	25	26	32	39	28	14	12	23
Eif2b5	628	794	743	752	1302	1246	835	765
Rtp2	0	0	0	0	0	0	2	0
Uts2b	0	0	0	0	0	0	0	0
Atp13a4	112	181	109	150	114	103	49	102
Wnt1	0	0	0	0	0	2	0	2
Atp13a3	7271	8275	8444	9136	7288	8958	9156	7491
Wnt10a	0	0	0	0	0	0	0	0
Tmem44	612	811	483	647	876	548	289	304
Lsg1	242	283	199	292	413	479	299	241
Fam43a	409	438	323	494	740	452	264	287
Gm536	1	6	0	2	1	0	3	0
Wnt10b	302	353	276	331	209	157	98	141
Pak2	2165	2582	2314	2675	3288	3256	2439	2187
Nrros	626	690	572	801	703	530	357	384
Wnt11	128	149	106	202	144	101	71	47
Ubxn7	2152	2503	2521	2659	3053	2833	2144	2293
Muc20	63	105	77	123	41	32	30	39
Wnt9b	1	0	3	8	13	3	5	8
Adcy5	360	398	309	447	623	595	367	329
Wnt2	302	347	259	270	215	209	81	143
Slc49a4	611	706	623	764	783	764	460	497
Golgb1	2774	3652	2988	3616	4818	4181	3175	2828
Wnt2b	137	161	126	153	179	159	128	75
Poglut1	473	637	554	588	707	687	548	552
Wnt3	1	1	3	3	6	3	0	6
Wnt3a	310	355	333	334	465	432	221	286
Wnt4	118	150	92	144	190	106	71	69
Dzip3	486	672	715	608	555	614	533	705
Cip2a	59	90	96	69	61	114	89	89
Wnt5a	330	353	330	364	406	296	200	198
Wnt5b	25	41	31	55	44	64	39	33
Wnt6	0	0	0	0	0	0	0	0
Wnt7a	170	206	253	215	276	413	379	184
Wnt7b	70	87	40	67	284	161	102	82
Impg2	94	109	93	98	139	113	73	114
Wnt8b	6	4	9	6	6	2	0	0
Ftdc2	3	6	2	3	3	0	1	7
Cldnd1	326	395	369	379	424	443	345	256
Wrn	955	1267	1220	1284	1264	1243	833	931
Crybg3	3163	4007	3488	3683	5523	4877	3168	2824
Dctn6	435	548	415	493	622	562	449	394
Csnka2ip	1	0	3	0	0	1	2	4
Wt1	51	67	37	60	75	66	73	58
Speer2	0	0	1	0	0	0	3	0
Xbp1	1829	2189	2032	2206	4239	3846	2906	2500
Rbm11	3	6	7	3	3	7	4	3
Xdh	4096	4308	3742	4247	11351	11518	7177	5923
Xirp1	13	18	11	33	96	86	58	12
Xk	56	89	70	77	73	63	62	71
Cyyr1	3842	5526	4778	4502	6089	4496	2429	2735
Xlr	19	55	47	46	33	25	42	42
Map3k7cl	14	15	6	18	24	15	13	12
Scaf4	985	1154	988	1138	1322	1290	964	1021
Setd4	113	121	103	112	151	147	97	86
Xlr3a	2	8	62	7	24	32	30	10
Zdhhc14	272	321	247	291	357	312	199	196
Xlr3c	0	0	0	0	1	4	0	0
Nox3	0	0	1	0	2	2	2	0
Tfb1m	109	156	137	150	145	167	98	130
Acat3	21	27	21	63	62	49	41	38
Vmn2r98	0	0	0	0	0	0	0	2
Vmn2r102	0	0	0	0	0	0	0	0
Vmn2r106	0	0	0	3	0	1	1	2
Vmn2r110	0	0	0	0	0	0	0	0
Zfp160	579	676	732	731	797	850	739	872
Zfp758	466	598	679	579	587	659	628	792
Flywch1	441	457	377	475	917	748	491	394
Tbc1d24	302	441	300	369	624	614	448	449
Traf7	1209	1442	1081	1264	2022	1633	951	1002
Rab40c	275	308	231	290	397	336	227	198
Bnip1	108	124	127	154	204	176	148	151
Lemd2	456	543	332	584	726	598	435	345
Ilrun	1742	1867	1487	1973	2562	2255	1335	1188
Bltp3a	573	576	424	644	701	561	328	279
Anks1	2012	2174	1670	2424	2622	1917	1178	1107
Zfp523	223	266	203	258	338	285	174	185
Slc26a8	20	15	13	28	27	18	20	16
Btbd9	1441	1717	1318	1887	1779	1546	1101	1068
Slc37a1	523	577	470	653	788	808	633	470
Zfp472	217	296	317	276	341	308	251	285
Zfp81	406	511	480	481	469	479	406	498
Adamts10	2845	3466	2656	3172	3209	2622	1523	1872
Marchf2	896	1012	848	1066	1528	1298	948	922
Vps52	430	493	336	511	659	535	393	332
Bag6	1266	1448	1019	1458	2075	1578	1038	881
Abcf1	614	712	505	705	1286	1196	805	652
H2-M10.4	0	0	0	0	0	0	1	0
H2-M11	0	0	0	0	0	0	1	0
H2-M1	1	0	0	0	0	0	1	0
H2-M10.5	0	0	0	0	0	0	0	4
Trim31	0	1	3	1	7	1	3	2
Adgrf5	19301	28819	22214	23103	44036	35827	21926	16384
Enpp4	1055	1195	1057	1280	1430	1279	964	842
Clic5	20320	25721	25167	22083	32917	27776	19062	21683
Aars2	129	148	142	149	298	254	166	135
Tmem63b	1070	1292	1082	1131	2161	1918	1256	1124
Lrrc73	17	23	10	27	32	33	17	6
Abcc10	167	167	114	200	218	239	139	119
Rrp36	241	249	181	229	304	365	188	152
Pex6	503	490	381	551	646	577	292	293
Ubr2	1779	2277	1861	2243	2796	2616	1900	1711
Trerf1	245	253	219	239	303	209	132	122
AI661453	266	292	245	373	528	479	290	236
Usp49	32	40	22	47	28	36	27	21
Treml4	35	45	37	38	35	17	12	18
Plcl2	234	357	302	359	267	245	183	236
Zfp959	209	261	301	248	310	307	272	254
Dpp9	629	806	699	748	1662	1456	994	718
Safb2	1066	1145	856	1282	1276	1043	680	744
Safb	749	875	556	909	1058	957	554	526
Micos13	198	301	278	264	327	320	290	313
Dus3l	314	359	262	322	501	428	285	278
Crb3	274	313	276	304	513	609	485	385
Vmn2r120	0	0	0	0	0	0	0	0
Pja2	2510	3074	2969	3033	3533	3537	2841	2914
Dlgap1	12	6	7	7	26	19	18	16
Pcare	7	2	3	2	4	1	2	3
Lclat1	622	888	723	772	931	670	467	514
Fez2	602	777	561	694	1201	942	624	582
Srsf7	1436	1779	1719	1888	1928	1962	1882	1880
Map4k3	2747	3644	3397	3335	4759	4263	3125	3347
Kcng3	10	0	8	8	5	7	9	15
Ttc7	850	953	721	1054	1262	1233	768	597
Fbxo11	1725	2306	2274	2068	2518	2495	2071	2430
Gm4832	1	1	0	0	0	2	1	0
Svil	3744	4393	3644	4606	6258	5448	3696	3316
Wac	1334	1694	1684	1573	1938	2047	1636	1640
Gjd4	1	0	1	3	2	4	6	5
Thoc1	641	818	844	829	991	1147	1049	994
Mib1	5061	6024	6126	5959	7401	7232	6063	6011
Rbbp8	427	556	566	602	717	732	684	655
Ankrd29	234	289	299	274	376	308	240	324
Hrh4	0	3	0	0	4	2	2	0
Zfp521	1333	1643	1185	1645	1717	1322	828	815
Rsl24d1	313	372	286	364	494	468	379	279
Dsg1b	1	0	0	1	0	1	4	4
Gm4836	0	0	0	0	0	0	0	0
Klhl14	7	23	19	35	10	8	9	11
Ino80c	333	386	359	402	616	615	512	379
Rprd1a	419	515	436	482	601	595	551	554
Fhod3	49	71	36	69	83	81	38	51
AW554918	658	855	766	817	940	868	675	663
Pik3c3	534	687	653	710	884	857	496	516
Ammecr1l	777	945	780	897	1115	1071	863	785
Lims2	788	843	637	748	1400	1302	865	702
Wdr36	643	813	737	796	1033	1159	1049	930
Fam13b	1234	1628	1335	1524	1618	1501	1060	1123
Reep2	21	34	14	30	44	40	24	24
Etf1	1717	2193	2134	2274	3302	3674	3368	3128
Apbb3	278	300	223	335	390	357	334	248
Rell2	2	6	1	2	4	6	1	0
Rbm27	1119	1242	1254	1147	1580	1713	1360	1411
Gm94	0	0	0	4	0	1	0	0
Pggt1b	1549	1980	1771	1928	2065	1989	1724	1728
Ticam2	47	48	65	56	41	27	32	55
Fam170a	0	0	0	0	0	0	0	0
Prdm6	626	816	559	770	670	589	288	321
Cep120	909	1111	972	1033	1384	1219	849	724
Slc27a6	108	127	116	126	137	164	107	102
Minar2	2	16	13	9	6	5	6	6
Gm4841	16	13	15	31	16	15	12	14
Pde6a	6	5	0	4	4	7	8	9
Sh3tc2	682	765	633	685	1209	895	541	498
Gm9949	81	114	89	111	104	70	62	64
Onecut2	2	1	0	0	15	24	8	15
Alpk2	3	14	8	20	14	14	2	8
Grp	40	18	17	32	54	19	31	16
